,X,datum_id,time,DOD,RG_Proportion,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,Trt2
582,609,830536,5/12/18 10:50,11,0.943553436,108,13351,3258,382,702,23.049999,43.801758,779.005005,22.959999,44.03418,778.938293,21.3,0.81,E,90,8.85,NE,-4.13,7.83,0.0191,24777.74,24846.82,0.28714067,0.0012,0.00014546,8.0887,1.257,NA,1.485,NA,0.508,0.457,0.427,0.477,74.91,1,382.5,11266,133.21,2244,41019,132.58,5026.5,41040.5,117.13,56.42,1,97.7,1,190.26,1,-5.14,1,-8.11,1,-3.08,1,570.9226211,0.524,0.084,0.214,0.392,0.274,0.801,0.654,90.084,16684.567,7941.1,3324,1.101,1.16061,0.48988,0.47131,-10005010.01,-0.999,382,-1.749999,56.41915641,1,23.049999,43.801758,8.85,406,191,169,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31262156,-105.5849441,108,BRVT,Drought,17,N,Drought,./TP3_05122018,116_117_TurnipDD_Fm'.bmp,Multiple,DD,12-May,Leaf,Fm',7032,61098,56448,124578,116,117,NA,0.453113712,0.490439725,0.056446564,DD
583,609,830536,5/12/18 10:50,11,0.915439032,108,13351,3258,382,702,23.049999,43.801758,779.005005,22.959999,44.03418,778.938293,21.3,0.81,E,90,8.85,NE,-4.13,7.83,0.0191,24777.74,24846.82,0.28714067,0.0012,0.00014546,8.0887,1.257,NA,1.485,NA,0.508,0.457,0.427,0.477,74.91,1,382.5,11266,133.21,2244,41019,132.58,5026.5,41040.5,117.13,56.42,1,97.7,1,190.26,1,-5.14,1,-8.11,1,-3.08,1,570.9226211,0.524,0.084,0.214,0.392,0.274,0.801,0.654,90.084,16684.567,7941.1,3324,1.101,1.16061,0.48988,0.47131,-10005010.01,-0.999,382,-1.749999,56.41915641,1,23.049999,43.801758,8.85,406,191,169,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31262156,-105.5849441,108,BRVT,Drought,17,N,Drought,./TP3_05122018,99_103_113_TurnipDD_Fm'.bmp,Multiple,DD,12-May,Leaf,Fm',11308,65432,56986,133726,99,103,113,0.426140018,0.489299014,0.084560968,DD
589,610,830535,5/12/18 10:52,11,0.907277883,121,12615,3069,204,369,22.74,41.173828,779.015625,22.65,41.371094,778.947449,20.9,0.78,E,90,6.23,SW,5.72,-2.48,0.0204,23901.24,23930.39,0.340045772,5.00E-04,5.20E-05,10.0176,1.277,NA,1.572,NA,0.463,0.413,0.394,0.43,81.43,1,262,12491.5,154.13,1435,45486.5,156.49,3208,45498,141.11,65.61,1,110.89,1,210.6,1,-4.97,1,-6.92,1,-3.34,1,529.0928633,0.686,0.029,0.103,0.285,0.493,0.816,0.84,62.933,15937.381,5011.6,2938,2.18,1.10771,0.26753,0.25471,-12677125.27,-0.998,204,-1.84,65.61072056,1,22.74,41.173828,6.23,212,101,89,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31266491,-105.5849687,121,BRR5,Drought,18,N,Drought,./TP3_05122018,124_105_121_R500_DD_Fm'.bmp,Multiple,DD,12-May,Leaf,Fm',7848,40176,36616,84640,124,105,121,0.432608696,0.474669187,0.092722117,DD
595,612,830533,5/12/18 10:55,11,0.943553436,113,12489,4239,244,442,23.040001,42.512695,779.02655,22.969999,42.50293,778.981079,19.29,0.66,E,90,2.52,SE,1.11,2.27,0.0225,25091.29,25117.45,0.290107989,5.00E-04,9.55E-05,4.7876,1.143,NA,1.417,NA,0.443,0.4,0.356,0.418,70.07,1,383.5,13093.5,139.63,2254,47697.5,138.94,5057,47707,123.4,59.24,1,97.4,1,199.98,1,-4.28,1,-8.65,1,-2.43,1,521.9317907,0.667,0.032,0.107,0.301,0.454,0.815,0.818,73.219,17435.072,5808.7,3224,2.002,1.1156,0.27913,0.26599,-13579540.4,-0.999,244,-3.750001,59.23989455,1,23.040001,42.512695,2.52,254,120,107,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31264839,-105.584952,113,BRVT,Drought,18,N,Drought,./TP3_05122018,116_117_TurnipDD_Fm'.bmp,Multiple,DD,12-May,Leaf,Fm',7032,61098,56448,124578,116,117,NA,0.453113712,0.490439725,0.056446564,DD
596,612,830533,5/12/18 10:55,11,0.915439032,113,12489,4239,244,442,23.040001,42.512695,779.02655,22.969999,42.50293,778.981079,19.29,0.66,E,90,2.52,SE,1.11,2.27,0.0225,25091.29,25117.45,0.290107989,5.00E-04,9.55E-05,4.7876,1.143,NA,1.417,NA,0.443,0.4,0.356,0.418,70.07,1,383.5,13093.5,139.63,2254,47697.5,138.94,5057,47707,123.4,59.24,1,97.4,1,199.98,1,-4.28,1,-8.65,1,-2.43,1,521.9317907,0.667,0.032,0.107,0.301,0.454,0.815,0.818,73.219,17435.072,5808.7,3224,2.002,1.1156,0.27913,0.26599,-13579540.4,-0.999,244,-3.750001,59.23989455,1,23.040001,42.512695,2.52,254,120,107,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31264839,-105.584952,113,BRVT,Drought,18,N,Drought,./TP3_05122018,99_103_113_TurnipDD_Fm'.bmp,Multiple,DD,12-May,Leaf,Fm',11308,65432,56986,133726,99,103,113,0.426140018,0.489299014,0.084560968,DD
599,613,830532,5/12/18 10:56,11,0.935393645,22,12669,4905,460,839,23.209999,44.750977,778.978882,23.120001,44.84668,778.942505,20.74,0.29,E,90,4.5,SE,1.82,4.12,0.9638,26355.42,26204.93,0.955318613,NA,NA,NA,1.092,1.542,1.299,NA,0.438,0.39,0.37,0.412,65.41,1,759.5,13246.5,110.45,4735,48228.5,107.18,10687,48194,91.35,46.42,1,86.11,1,148.2,1,-4.72,1,-6.81,1,-2.57,1,532.1618945,0.423,0.107,0.228,0.47,0.185,0.799,0.53,87.589,17609.339,10158.2,3541,0.734,1.14496,0.62414,0.60955,-6818698.067,-0.997,460,-2.469999,46.41915641,1,23.209999,44.750977,4.5,481,229,204,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31264491,-105.5849373,22,POTR,Drought,17,Y,Drought,./TP3_05122018,6_5_8_AspenDroughted_Fm'.bmp,Multiple,DD,12-May,Leaf,Fm',2818,21120,19680,43618,6,5,8,0.451189876,0.484203769,0.064606355,DD
602,571,833761,5/16/18 9:48,15,0.480851064,43,8998,45956,670,1211,24.709999,42.582031,783.885315,24.549999,42.631836,783.836792,22.95,1.03,E,90,4.85,SW,4.05,-2.67,0.0507,22350.96,22441.01,0.208384127,NA,NA,NA,0.148,0.138,0.083,0.162,0.045,0.074,0.134,0.12,10.32,1,19248.5,32702,9.31,64219,65535,7.27,54794.5,65535,33.71,1.98,1,3.79,1,11.66,1,2.86,1,8.88,1,7.44,1,323.5246107,0.315,0.31,0.827,0.375,0.172,0.728,0.432,94.829,4881.965,3346.5,1330,0.459,1.4624,0.72135,0.68218,-2815518.99,-0.998,670,-1.759999,1.981546573,1,24.709999,42.582031,4.85,681,338,288,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256703,-105.5849856,43,PIPO,Drought,1,N,Drought,./TP4_05162018,53_44_33_PineDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',4392,2968,1100,8460,53,44,33,0.130023641,0.350827423,0.519148936,DD
605,592,833740,5/16/18 9:49,15,0.623980186,90,7838,24678,76,122,25.389999,42.00293,783.344849,25.370001,42.504883,784.43103,23.85,1.36,E,90,12.84,NE,-5.1,11.81,-0.0632,26432.76,26462.59,-0.325873426,9.00E-04,5.69E-06,157.7695,0.47,0.434,0.444,0.486,0.317,0.3,0.449,0.378,15.24,1,9977.5,14404,11.67,63062,57564,4.77,65535,57582,21.54,2.67,1,12.68,1,16.84,1,-1.75,1,13.19,1,6.05,1,456.6744442,0.654,0.135,0.637,0.211,0.634,0.749,0.873,22.363,6809.04,2356.7,1710,1.889,1.01647,0.91339,0.90401,-705261.883,-0.557,76,-1.539999,2.666404096,1,25.389999,42.00293,12.84,69,34,29,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31258895,-105.5849686,90,ARTR,Drought,13,N,Drought,./TP4_05162018,69_76_85_SageDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',5162,5858,2708,13728,69,76,85,0.197261072,0.426719114,0.376019814,DD
608,593,833739,5/16/18 9:51,15,0.822130687,149,8735,1635,99,159,25.82,41.450195,783.283569,25.780001,42.03418,784.427368,23.81,0.56,E,90,6.69,SE,6.17,2.58,-0.0128,19878.55,19920.26,-0.264462548,8.00E-04,1.84E-05,44.3645,NA,NA,NA,NA,0.483,0.414,0.464,0.455,112.94,1,119,9844,187.49,714.5,39206.5,182.66,1572.5,39240.5,166.87,71.91,1,132.4,1,251.91,1,-6.87,1,-1.84,1,-2.77,1,517.5994381,0.479,0.331,1.742,0.19,0.516,0.64,NA,21.322,12626.734,6583.4,4542,0.918,0.96557,1.05995,1.07911,2273662.677,0.638,99,-2.01,71.91413942,1,25.82,41.450195,6.69,91,43,38,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31258768,-105.5849697,149,BRR5,Drought,13,N,Drought,./TP4_05162018,140_131_138_R500Droughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',1900,4990,3792,10682,140,131,138,0.354989702,0.467140985,0.177869313,DD
611,572,833760,5/16/18 9:51,15,0.822130687,128,7623,61157,112,197,25.440001,42.918945,783.888855,25.280001,42.922852,783.803467,23.53,0.24,E,90,7.85,SW,6.09,-4.96,-0.0383,18998.14,18992.14,-0.125936149,NA,NA,NA,0.023,0.048,0.167,0.053,0.025,0.036,0.011,0.049,-0.26,1,23715,34229,2.23,63895.5,65535,7.49,54766.5,65535,33.73,-1.13,1,14.15,1,2.75,1,1.02,1,-1.46,1,2.38,1,245.3779844,0.024,0.955,44.647,0.021,0.226,0.097,NA,1.191,164.511,160.6,149,0.024,0.81447,1.00553,1.04964,494.246,0.017,112,-1.910001,-1.129173989,1,25.440001,42.918945,7.85,111,55,48,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31254518,-105.5849818,128,BRR5,Drought,12,Y,Drought,./TP4_05162018,140_131_138_R500Droughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',1900,4990,3792,10682,140,131,138,0.354989702,0.467140985,0.177869313,DD
614,594,833738,5/16/18 9:52,15,0.480851064,58,7839,16603,104,168,26.209999,41.133789,783.259827,26.18,41.787109,784.471436,25.98,1.26,E,90,1.39,W,0.18,-1.38,-0.1312,26590.91,26447.45,-0.565416128,NA,NA,NA,0.705,0.719,0.741,0.724,0.468,0.402,0.337,0.406,23.73,1,5178.5,10180,25.08,32630.5,40503,18.11,65535,40431,6.18,7.95,1,27.35,1,25.64,1,-6.56,1,-13.08,1,-6.23,1,456.742365,0.635,0.092,0.334,0.274,0.475,0.785,0.808,29.697,17343.872,6338.3,3724,1.736,1.02192,0.84807,0.83944,-2595903.556,-0.915,104,-0.229999,7.948011028,1,26.209999,41.133789,1.39,96,46,40,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.312588,-105.5849702,58,PIPO,Drought,14,Y,Drought,./TP4_05162018,53_44_33_PineDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',4392,2968,1100,8460,53,44,33,0.130023641,0.350827423,0.519148936,DD
620,595,833737,5/16/18 9:53,15,0.623980186,62,7669,8069,92,148,26.24,42.904297,783.291321,26.23,43.621094,784.487183,24.09,1.55,E,90,7.11,NE,-2.76,6.55,0.0206,30141.15,30141.51,0.218926268,0,0,0,0.95,0.951,0.95,0.959,0.584,0.518,0.442,0.496,36.63,1,3035.5,7799.5,36.71,19072.5,30944,29.74,42484.5,30953,13.4,12.53,1,36.63,1,37.55,1,-6.61,1,-14.17,1,-8.77,1,445.1958221,0.616,0.077,0.25,0.307,0.411,0.796,0.774,25.505,12253.201,4704.5,2498,1.605,1.0262,0.80189,0.79348,-1973672.517,-0.89,92,-2.15,12.52855455,1,26.24,42.904297,7.11,83,42,36,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31260067,-105.5849657,62,ARTR,Drought,14,Y,Drought,./TP4_05162018,69_76_85_SageDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',5162,5858,2708,13728,69,76,85,0.197261072,0.426719114,0.376019814,DD
653,600,833732,5/16/18 10:02,15,0.480851064,53,7137,11142,124,205,24.57,43.117188,783.264771,24.58,43.775391,784.472961,21.81,1.6,E,90,6.19,NE,-5.54,2.75,0.6798,30392.42,30129.22,0.975670501,NA,NA,NA,0.813,0.785,0.811,0.749,0.478,0.43,0.236,0.374,33.51,1,4442,9941,30.71,27998,39605,23.79,62376,39627,7.45,10.17,1,33.23,1,27.05,1,-4.82,1,-24.2,1,-10.45,1,409.061935,0.662,0.044,0.148,0.294,0.461,0.81,0.818,36.941,14368.696,4856.3,2737,1.959,1.06121,0.48693,0.47398,-6378740.937,-0.989,124,-2.76,10.16541946,1,24.57,43.117188,6.19,120,55,49,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262603,-105.5849373,53,PIPO,Drought,18,N,Drought,./TP4_05162018,53_44_33_PineDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',4392,2968,1100,8460,53,44,33,0.130023641,0.350827423,0.519148936,DD
662,582,833750,5/16/18 10:04,15,0.822130687,138,12270,19899,128,230,26.82,44.551758,783.858582,26.709999,44.740234,783.743896,24.13,0.15,E,90,12.51,SW,8.32,-9.37,0.1286,28262.08,28211.12,0.66050213,0,0,0,0.51,0.605,0.609,0.62,0.41,0.346,0.391,0.34,9.96,1,6565.5,14107.5,19.52,42556.5,51482.5,14.66,65535,51494.5,15.46,6.47,1,19.9,1,20.96,1,-6.42,1,-1.95,1,-7.03,1,509.4851644,0.473,0.288,1.199,0.24,0.404,0.689,NA,27.22,10802.57,5697.5,3356,0.896,0.96949,1.06041,1.07364,1905778.398,0.518,128,-2.69,6.467486819,1,26.82,44.551758,12.51,131,64,56,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31256758,-105.5849792,138,BRR5,Drought,9,N,Drought,./TP4_05162018,140_131_138_R500Droughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',1900,4990,3792,10682,140,131,138,0.354989702,0.467140985,0.177869313,DD
671,603,833729,5/16/18 10:05,15,0.623980186,76,7943,11620,175,293,25,46.319336,783.294067,24.99,46.895508,784.410645,25.94,2.24,E,90,4.65,NE,-3.73,2.78,0.0352,30533.57,30535.45,0.306724658,0,0,0,0.793,0.693,0.738,0.73,0.471,0.453,0.395,0.461,32.27,1,5493.5,10121,22.26,34593.5,40326.5,15.39,65535,40345,6.09,6.84,1,26.77,1,25.91,1,-1.74,1,-7.6,1,-0.92,1,463.8061324,0.61,0.117,0.43,0.273,0.458,0.773,0.788,48.015,8115.944,3167.5,1839,1.562,1.03777,0.81434,0.80078,-1738191.679,-0.831,175,0.94,6.837337534,1,25,46.319336,4.65,171,79,69,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261938,-105.5849518,76,ARTR,Drought,17,N,Drought,./TP4_05162018,69_76_85_SageDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',5162,5858,2708,13728,69,76,85,0.197261072,0.426719114,0.376019814,DD
677,584,833748,5/16/18 10:07,15,0.822130687,142,13550,2095,913,1719,26.98,44.557617,783.888428,26.870001,44.831055,783.795654,25.19,0.3,E,90,5.93,NE,-3.08,5.07,0.0539,22319.86,22360.71,0.715893788,0.0011,6.97E-05,15.9393,1.427,NA,1.74,NA,0.513,0.467,0.48,0.488,91.45,1,209.5,11146.5,158.89,1086,40593,163.65,2407,40610.5,148.65,67.7,1,122.72,1,206.84,1,-4.6,1,-3.28,1,-2.44,1,582.2325692,0.113,0.191,0.274,0.697,0.033,0.793,0.142,46.235,15246.548,13530.8,3157,0.127,1.43515,0.82282,0.81456,-2576015.307,-0.997,913,-1.79,67.70210896,1,26.98,44.557617,5.93,1013,464,406,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31257244,-105.5849764,142,BRR5,Drought,9,N,Drought,./TP4_05162018,140_131_138_R500Droughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',1900,4990,3792,10682,140,131,138,0.354989702,0.467140985,0.177869313,DD
683,585,833747,5/16/18 10:08,15,0.480851064,54,11963,9245,174,314,26.950001,45.662109,783.839844,26.85,45.97168,783.727478,24.43,1.14,E,90,2.51,SE,2.26,1.1,-4.7263,29662.18,29475.01,-0.926019782,NA,NA,NA,0.816,0.897,1.011,0.897,0.582,0.517,0.481,0.531,23.32,1,3356,9492,31.45,21475,34476,26.94,48093,34417.5,11.4,11.71,1,42.89,1,31.51,1,-6.53,1,-10.13,1,-5.18,1,492.037154,0.624,0.057,0.178,0.32,0.4,0.806,0.774,48.823,14159.689,5330.6,2754,1.656,1.05563,0.58982,0.57739,-5038134.193,-0.997,174,-2.520001,11.70913884,1,26.950001,45.662109,2.51,180,86,77,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3125748,-105.5849737,54,PIPO,Drought,5,N,Drought,./TP4_05162018,53_44_33_PineDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',4392,2968,1100,8460,53,44,33,0.130023641,0.350827423,0.519148936,DD
686,606,833726,5/16/18 10:09,15,0.822130687,131,8244,5391,560,982,25.91,48.330078,783.227051,25.889999,49.138672,784.395752,23.11,0.49,E,90,1.62,W,0,-1.62,0.0075,28480.85,28513.04,0.110226703,6.00E-04,4.88E-05,12.2546,1.115,1.168,1.19,1.137,0.456,0.386,0.31,0.369,65.86,1,1840.5,10458,71.18,11477.5,41660,64.71,25546.5,41659,48.39,26.1,1,73.36,1,68.07,1,-7.05,1,-14.66,1,-8.7,1,484.2503054,0.204,0.436,1.212,0.36,0.116,0.688,0.297,51.46,13393.86,10658.7,4177,0.257,1.05617,0.97086,0.96485,-615539.993,-0.521,560,-2.8,26.10476566,1,25.91,48.330078,1.62,596,257,226,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126255,-105.5849437,131,BRR5,Drought,9,Y,Drought,./TP4_05162018,140_131_138_R500Droughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',1900,4990,3792,10682,140,131,138,0.354989702,0.467140985,0.177869313,DD
692,587,833745,5/16/18 10:11,15,0.623980186,86,12164,20623,143,267,25.58,45.524414,783.778748,25.49,45.865234,783.766479,25.18,0.87,E,90,3.7,E,-0.18,3.7,-0.0266,28565.7,28568.68,-0.179718723,0,0,0,0.491,0.503,0.642,0.501,0.295,0.328,0.299,0.361,19.6,1,8303,18402.5,20.86,53894,65535,14.88,64257,65535,26.79,7.06,1,34.72,1,20.6,1,3.29,1,0.4,1,6.56,1,503.4607699,0.65,0.06,0.206,0.29,0.458,0.802,0.81,41.816,6862.755,2403.2,1360,1.856,1.0458,0.63521,0.62246,-2199390.494,-0.962,143,-0.4,7.056239016,1,25.58,45.524414,3.7,158,73,63,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258862,-105.5849643,86,ARTR,Drought,5,N,Drought,./TP4_05162018,69_76_85_SageDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',5162,5858,2708,13728,69,76,85,0.197261072,0.426719114,0.376019814,DD
695,607,833725,5/16/18 10:12,15,0.623980186,69,6739,21266,589,1029,26.299999,47.209961,783.221436,26.280001,47.887695,784.376343,23.67,2.24,E,90,10.18,NE,-4.44,9.18,0.0217,28687.87,28688.53,0.130520862,0,0,0,0.533,0.511,0.571,0.528,0.374,0.359,0.174,0.314,15.9,1,8352.5,12648.5,13.75,52665.5,50597,6.99,65535,50611.5,15.93,3.49,1,19.78,1,15.38,1,-1.44,1,-20.02,1,-5.96,1,382.0294405,0.286,0.158,0.283,0.556,0.105,0.792,0.361,75.837,8380.483,5982.6,1745,0.401,1.11744,0.81308,0.80407,-1420807.458,-0.937,589,-2.629999,3.485624262,1,26.299999,47.209961,10.18,624,268,238,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265332,-105.5849136,69,ARTR,Drought,9,N,Drought,./TP4_05162018,69_76_85_SageDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',5162,5858,2708,13728,69,76,85,0.197261072,0.426719114,0.376019814,DD
698,588,833744,5/16/18 10:13,15,0.480851064,44,11453,8497,190,342,25.450001,44.852539,783.770081,25.34,45.004883,783.748962,26.66,1.01,E,90,2.1,SW,1.36,-1.6,0.0442,28287.63,28211.29,0.123327751,NA,NA,NA,0.902,0.957,0.917,0.901,0.424,0.412,0.44,0.375,47.77,1,2923,13674,53.3,18958,49943,48.45,42648.5,49806.5,32.67,21.31,1,49.35,1,47.67,1,-1.2,1,1.63,1,-4.86,1,463.0518599,0.527,0.152,0.474,0.321,0.337,0.768,0.687,45.095,13622.501,6437.6,3159,1.116,1.11611,0.69669,0.67226,-6383633.847,-1,190,1.209999,21.30931459,1,25.450001,44.852539,2.1,194,95,84,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258966,-105.5849616,44,PIPO,Drought,5,N,Drought,./TP4_05162018,53_44_33_PineDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',4392,2968,1100,8460,53,44,33,0.130023641,0.350827423,0.519148936,DD
704,590,833742,5/16/18 10:17,15,0.822130687,140,11226,18759,154,276,24.969999,45.674805,783.794983,24.870001,45.875977,783.737061,25.28,0.19,E,90,3.97,SW,2.92,-2.69,-0.1073,28447.89,28459.02,-0.576739188,0,0,0,0.53,0.585,0.592,0.575,0.284,0.27,0.326,0.243,24.62,1,6890,18868.5,30.05,44691.5,65535,23.01,64344,65535,26.73,11.09,1,30.81,1,29.14,1,-1.41,1,4.25,1,-4.07,1,450.1505623,0.55,0.279,1.636,0.171,0.66,0.649,0.847,38.106,6765.868,3045.5,2373,1.222,1.04721,0.90341,0.87654,-1363888.25,-0.763,154,0.310001,11.0940246,1,24.969999,45.674805,3.97,156,77,68,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31270036,-105.5849003,140,BRR5,Drought,5,N,Drought,./TP4_05162018,140_131_138_R500Droughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',1900,4990,3792,10682,140,131,138,0.354989702,0.467140985,0.177869313,DD
707,591,833741,5/16/18 10:21,15,0.623980186,85,9846,33157,122,220,24.65,44.21582,783.781311,24.559999,44.822266,783.747559,25.04,0.64,E,90,13.76,NW,-10.12,-9.37,0.1611,26652.25,26618.6,0.60217175,0,0,0,0.289,0.272,0.236,0.256,0.135,0.172,0.134,0.189,15.36,1,14143,26588,13.71,65535,65535,6.39,62295.5,65535,28.14,3.91,1,10.1,1,12.1,1,3.73,1,-0.16,1,5.39,1,371.7197664,0.684,0.051,0.192,0.265,0.53,0.804,0.851,37.568,5606.431,1769.9,1101,2.168,1.04535,0.58717,0.57368,-2057619.346,-0.964,122,0.39,3.914762742,1,24.65,44.21582,13.76,126,61,53,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31268435,-105.5849301,85,ARTR,Drought,5,N,Drought,./TP4_05162018,69_76_85_SageDroughted_Fm'.bmp,Multiple,DD,16-May,Leaf,Fm',5162,5858,2708,13728,69,76,85,0.197261072,0.426719114,0.376019814,DD
734,557,837504,5/19/18 10:18,18,0.019693021,146,8572,646,87,142,22.950001,52.786133,782.895325,22.93,53.297852,784.138367,21.11,2.22,E,90,6.55,N,-6.55,0,0.0309,14189.97,14189.2,0.881086224,0,0,0,NA,NA,NA,NA,0.67,0.662,0.702,0.646,138.46,1,196,6389.5,147.05,1156,25199,142.57,2554,25180,126.54,55.99,1,122.58,1,NA,NA,-0.85,1,3.14,1,-2.41,1,506.5283411,0.012,0.984,228.448,0.004,0.571,0.021,0.576,0.47,2902.314,2867.5,2842,0.012,-2.08844,0.97872,0.15183,-245221.947,-0.955,87,-1.840001,55.9866089,1,22.950001,52.786133,6.55,83,38,34,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256755,-105.5849566,146,BRR5,Drought,3,N,Drought,./TP5_05192018,138_146_147_R500_DD_Fm'.bmp,Multiple,DD,19-May,Leaf,Fm',13540,272,0,13812,138,146,147,0,0.019693021,0.980306979,DD
737,558,837503,5/19/18 10:19,18,0.942690707,28,8457,6844,99,162,23.209999,52.381836,782.907349,23.18,52.724609,784.057251,21.15,0.48,E,90,3.25,NE,-2.49,2.08,0.6159,26914.46,26704.59,0.967630428,NA,NA,NA,1,1.449,1.111,NA,0.4,0.331,0.304,0.368,59.99,1,963,11915,104.97,5949.5,47432,98.89,13234,47463.5,82.62,39.41,1,71.18,1,149.89,1,-6.89,1,-9.56,1,-3.21,1,498.7174444,0.628,0.128,0.527,0.244,0.528,0.762,0.825,27.977,20252.616,7534.3,4828,1.688,1.02811,0.8613,0.84885,-3876876.971,-0.982,99,-2.059999,39.41315479,1,23.209999,52.381836,3.25,94,44,38,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31256717,-105.5849551,28,POTR,Drought,3,N,Drought,./TP5_05192018,23_22_6_Aspen_DD_Fm'.bmp,Multiple,DD,19-May,Leaf,Fm',2066,17322,16662,36050,23,22,6,0.462191401,0.480499307,0.057309293,DD
746,559,837502,5/19/18 10:20,18,0.152504039,102,8307,8419,117,191,23.43,52.960938,782.930298,23.4,53.495117,784.108887,21.86,0.44,E,90,9.74,N,-9.61,1.64,0.0082,27568.57,27624.7,0.099559943,0.0011,0.00013333,8.3564,0.909,1.449,0.984,NA,0.407,0.336,0.272,0.368,50.18,1,964,11718,104.2,5929,46651.5,98.32,13189.5,46667,82.03,39.11,1,57.73,1,181.67,1,-7.13,1,-13.5,1,-3.91,1,488.5293183,0.666,0.067,0.251,0.267,0.512,0.796,0.837,35.09,20779.408,6930.5,4241,1.998,1.01045,0.8897,0.88498,-1564509.667,-0.678,117,-1.57,39.10988578,1,23.43,52.960938,9.74,111,51,45,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257552,-105.5849429,102,BRVT,Drought,3,Y,Drought,./TP5_05192018,101_104_102_Turnip_DD_Fm'.bmp,Multiple,DD,19-May,Leaf,Fm',15738,2832,0,18570,101,104,102,0,0.152504039,0.847495961,DD
