,X,datum_id,time,DOD,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Symbol,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,RG_Proportion,Trt2
769,540,837521,5/19/18 10:23,18,19,13031,7500,114,207,23.67,56.6875,783.557739,23.530001,56.538086,783.490601,21.33,0.38,E,90,2.97,SW,1.76,-2.39,0.0856,27660.42,27659.76,0.713956062,0,0,0,0.909,1.335,0.942,NA,0.443,0.398,0.323,0.419,46.58,1,1223,13073,89.19,7746.5,47574.5,85.21,17455.5,47582.5,69.49,37.08,1,49.84,1,148.79,1,-4.57,1,-12.04,1,-2.44,1,552.7357699,0.615,0.15,0.637,0.235,0.535,0.749,0.821,31.527,21335.965,8223.6,5360,1.594,1.02724,0.88425,0.87171,-3820682.817,-0.995,114,-2.34,37.07820738,1,23.67,56.6875,2.97,120,57,49,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260599,-105.584962,19,POTR,25,Water,4,N,Water,./TP5_05192018,24_29_15_Aspen_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',1792,14076,13396,29264,24,29,15,0.457763805,0.481000547,0.061235648,0.938764352,WW
725,535,837526,5/19/18 10:17,18,15,12828,7041,100,180,22.49,54.305664,783.411011,22.33,54.109375,783.350464,21.5,0.15,E,90,7.16,SE,6.41,3.19,0.0326,27571.27,27592.36,0.38485198,5.00E-04,6.19E-05,8.2953,0.937,1.383,1.018,NA,0.425,0.377,0.324,0.396,51.24,1,1095,13650.5,95.87,6904.5,49736.5,92.14,15563,49753.5,76.41,40.01,1,59.34,1,152.09,1,-4.79,1,-10.04,1,-2.91,1,541.1984862,0.632,0.118,0.474,0.249,0.52,0.768,0.824,28.459,22555.283,8290.8,5234,1.721,1.02177,0.87929,0.86955,-3467669.41,-0.984,100,-0.99,40.01318102,1,22.49,54.305664,7.16,105,49,43,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260703,-105.5849521,15,POTR,25,Water,6,Y,Water,./TP5_05192018,24_29_15_Aspen_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',1792,14076,13396,29264,24,29,15,0.457763805,0.481000547,0.061235648,0.938764352,WW
719,554,837507,5/19/18 10:14,18,4,8143,4808,107,176,22.799999,50.030273,782.824463,22.780001,50.545898,784.012817,20.65,0.76,E,90,2.91,S,2.76,0.9,0.0256,25678.79,25710,0.313409894,5.00E-04,6.78E-05,8.0843,1.146,1.625,1.224,NA,0.412,0.336,0.341,0.379,73.42,1,642,11584.5,121.36,3875,46051,116.22,8608.5,46071,100,45.87,1,81.23,1,168.46,1,-7.55,1,-7.09,1,-3.32,1,477.3903005,0.643,0.096,0.366,0.261,0.504,0.781,0.823,30.961,20804.932,7426.9,4550,1.801,1.04261,0.75128,0.7358,-6194498.504,-0.983,107,-2.149999,45.86845215,1,22.799999,50.030273,2.91,102,48,42,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31257864,-105.5849326,4,POTR,25,Water,2,N,Water,./TP5_05192018,24_29_15_Aspen_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',1792,14076,13396,29264,24,29,15,0.457763805,0.481000547,0.061235648,0.938764352,WW
865,551,837510,5/19/18 10:40,18,24,13326,5585,26,47,25.6,54.224609,783.690186,25.469999,54.289062,783.567993,23.63,0.22,E,90,1.17,W,-0.41,-1.1,0.0137,26531.16,26547.83,0.230632441,0,0,0,1.03,1.568,1.165,NA,0.456,0.411,0.374,0.437,57.47,1,715,12708,111.27,4435,46316.5,108.27,9986,46321,92.57,46.78,1,70.96,1,167.29,1,-4.43,1,-8.13,1,-1.82,1,569.5017734,0.678,0.094,0.412,0.228,0.608,0.776,0.874,7.929,23020.227,7419.5,5165,2.103,1.04512,0.72727,0.70817,-8678418.575,-0.999,26,-1.97,46.77943761,1,25.6,54.224609,1.17,27,16,10,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31263325,-105.584916,24,POTR,25,Water,8,N,Water,./TP5_05192018,24_29_15_Aspen_WW_Fm'.bmp,Multiple,WW,19-May,Leaf,Fm',1792,14076,13396,29264,24,29,15,0.457763805,0.481000547,0.061235648,0.938764352,WW
1051,323,847276,5/29/18 10:34,28,20,12806,9925,152,275,24.67,57.647461,780.425781,24.559999,57.736328,780.316223,22.71,0.23,E,90,7.87,SE,4.25,6.62,0.0889,28491.23,28511.09,0.733669029,8.00E-04,5.91E-05,13.0558,0.793,1.173,0.964,1.667,0.432,0.383,0.298,0.407,36.12,1,1776.5,13417.5,74.11,11337,48936.5,69.9,25557,48949,54.16,30.45,1,53.16,1,123.46,1,-4.92,1,-13.39,1,-2.55,1,539.9481401,0.611,0.166,0.745,0.223,0.562,0.737,0.83,41.799,14045.611,5462.4,3700,1.571,1.02903,0.88883,0.87474,-2608721.314,-0.989,152,-1.96,30.45254833,1,24.67,57.647461,7.87,159,75,66,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31259394,-105.5849394,20,POTR,25,Water,7,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
1112,378,847220,5/29/18 10:45,28,16,7880,9378,93,154,25.82,55.538086,779.867371,25.82,56.263672,780.970764,23.49,0.98,E,90,13.51,E,4.17,12.87,0.0493,28418.57,28428.5,0.483105468,1.00E-04,1.27E-06,69.1591,0.872,1.252,0.94,1.781,0.397,0.335,0.264,0.364,47.52,1,1515.5,11999.5,85.59,9418.5,47886,79.35,20961.5,47895,63.04,31.78,1,54.38,1,138.43,1,-6.19,1,-13.29,1,-3.25,1,459.5271195,0.663,0.083,0.328,0.254,0.536,0.786,0.844,27.757,17549.298,5909.8,3754,1.97,1.04623,0.70202,0.68539,-6335095.063,-1,93,-2.33,31.78022844,1,25.82,55.538086,13.51,90,42,36,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262547,-105.5848856,16,POTR,25,Water,7,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
923,346,847252,5/29/18 10:05,28,11,8493,7241,36,56,24.639999,51.829102,779.647644,24.620001,52.385742,780.816711,22.53,0.82,E,90,1.62,NW,-1.46,-0.7,-0.1029,27062.66,27082.19,-0.566139856,0,0,0,0.989,1.339,1.051,NA,0.456,0.388,0.328,0.418,53.39,1,1241,10476.5,88.37,7681,41653,82.15,17094.5,41649,65.83,32.88,1,59.56,1,142.91,1,-6.72,1,-12.71,1,-3.72,1,501.1625947,0.647,0.118,0.498,0.236,0.562,0.765,NA,10.475,16187.171,5720.2,3803,1.83,0.99987,1.00085,1.00092,161089.021,0.208,36,-2.109999,32.8751477,1,24.639999,51.829102,1.62,33,15,13,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266803,-105.5849268,11,POTR,25,Water,11,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
930,347,847251,5/29/18 10:07,28,10,8761,6217,84,136,24.57,52.626953,779.629517,24.549999,53.199219,780.821228,22.77,0.59,E,90,14.83,SE,6.67,13.27,-0.0075,27043.16,27071.82,-0.103093175,6.00E-04,2.84E-05,20.9826,1.042,1.396,1.101,NA,0.454,0.39,0.358,0.422,58.82,1,1090,10518,94.18,6740,41817,88,15003,41817,71.67,35.16,1,64.74,1,157.35,1,-6.37,1,-9.61,1,-3.23,1,519.3653799,0.602,0.164,0.699,0.234,0.527,0.742,0.812,22.763,16574.729,6593.3,4280,1.514,1.02092,0.9167,0.9068,-2154070.952,-0.977,84,-1.8,35.16345018,1,24.57,52.626953,14.83,79,36,32,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266788,-105.5849244,10,POTR,25,Water,11,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
1024,319,847280,5/29/18 10:29,28,13,13046,7708,123,223,24.74,55.912109,780.411072,24.629999,56.109375,780.316406,22.63,0.16,E,90,11.94,S,11.37,-3.66,0.0052,27792.51,27828.08,0.069045156,6.00E-04,5.30E-05,12.015,0.898,1.295,0.951,1.809,0.445,0.396,0.328,0.421,45.27,1,1340.5,13024,85.04,8495,47485,81.13,19150.5,47495,65.38,35.25,1,50.62,1,136.35,1,-4.95,1,-11.74,1,-2.41,1,553.5882785,0.618,0.125,0.484,0.257,0.493,0.767,0.806,34.225,21438.192,8182.1,5000,1.62,1.02498,0.87273,0.86225,-3523600.127,-0.979,123,-2.11,35.25483304,1,24.74,55.912109,11.94,130,60,54,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31260594,-105.5849339,13,POTR,25,Water,6,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
1031,320,847279,5/29/18 10:30,28,14,12873,8142,123,223,24.790001,56.817383,780.406006,24.67,57.048828,780.289978,22.63,0.13,E,90,2.97,S,2.97,0,-0.0286,27907.15,27960.15,-0.341974681,6.00E-04,3.13E-05,20.1059,0.871,1.295,0.934,NA,0.429,0.377,0.308,0.405,44.16,1,1343,13510,86.56,8509.5,49220.5,82.61,19178.5,49232.5,66.88,35.92,1,50.48,1,142.1,1,-5.18,1,-12.09,1,-2.45,1,543.7560121,0.643,0.097,0.371,0.261,0.505,0.781,0.823,35.573,21722.692,7761.6,4765,1.799,1.01992,0.8648,0.85626,-3168281.045,-0.972,123,-2.160001,35.92267135,1,24.790001,56.817383,2.97,130,60,53,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261093,-105.5849238,14,POTR,25,Water,6,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
1116,332,847267,5/29/18 10:46,28,19,13023,7907,120,214,25.190001,56.701172,780.510681,25.08,56.899414,780.350647,23.15,0.4,E,90,6.87,S,6.84,-0.65,-0.1183,27756.07,27827.31,-0.765164137,8.00E-04,2.24E-05,36.3538,0.885,1.329,1.033,NA,0.447,0.397,0.319,0.419,43.76,1,1240.5,12955,88.18,7840.5,47185.5,84.33,17657,47193,68.63,36.63,1,58.53,1,150.43,1,-4.99,1,-12.88,1,-2.88,1,552.2810986,0.646,0.119,0.505,0.235,0.562,0.764,0.845,34.865,16021.531,5677.4,3776,1.822,1.02413,0.86642,0.85495,-2807568.765,-0.96,120,-2.040001,36.6344464,1,25.190001,56.701172,6.87,123,58,52,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31266846,-105.584904,19,POTR,25,Water,4,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
1072,371,847227,5/29/18 10:38,28,24,8402,7223,119,196,25.120001,56.803711,779.784058,25.110001,57.548828,780.946899,23.05,0.44,E,90,3.12,SE,2.09,2.33,0.0518,27396.14,27408.22,0.608424227,6.00E-04,3.42E-05,17.6944,0.981,1.415,1.012,NA,0.416,0.342,0.298,0.384,56.53,1,1042,11485.5,99.95,6402,45766,94.15,14242.5,45781,77.86,37.44,1,59.62,1,164.03,1,-7.35,1,-11.71,1,-3.14,1,494.9817982,0.661,0.094,0.383,0.245,0.552,0.779,0.848,35.374,19339.033,6564,4271,1.946,1.02821,0.81153,0.79925,-4214479.342,-0.972,119,-2.070001,37.43599842,1,25.120001,56.803711,3.12,114,53,46,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263346,-105.5849084,24,POTR,25,Water,8,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
919,304,847295,5/29/18 10:05,28,4,12967,7571,47,80,24.42,52.327148,780.297241,24.27,52.277344,780.179443,22.77,0.4,E,90,4.22,SW,1.79,-3.82,-0.1074,27940.4,28011.94,-0.725418622,0,0,0,0.918,1.362,1.063,NA,0.462,0.417,0.355,0.436,45.62,1,1150,12532,90.03,7257.5,45679,86.28,16374.5,45639,70.45,37.45,1,60.11,1,145.11,1,-4.5,1,-10.68,1,-2.54,1,549.0983997,0.658,0.116,0.512,0.226,0.597,0.763,NA,13.919,19464.179,6654.2,4605,1.925,1.00662,0.95467,0.95091,136066.176,0.021,47,-1.65,37.44727592,1,24.42,52.327148,4.22,46,22,19,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3124966,-105.5850938,4,POTR,25,Water,2,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
1011,361,847237,5/29/18 10:27,28,18,8157,6100,69,113,24.57,56.84375,779.780518,24.549999,57.575195,780.925964,22.39,0.92,E,90,3.62,E,-1.13,3.44,0.0076,26951.89,26972.03,0.102402465,4.00E-04,3.08E-05,13.7149,1.053,1.501,1.129,NA,0.428,0.36,0.333,0.393,62.45,1,856,11150.5,107.21,5241.5,44421.5,101.54,11666,44423,85.22,40.3,1,70.07,1,154.42,1,-6.82,1,-9.55,1,-3.51,1,478.3411923,0.683,0.077,0.319,0.24,0.582,0.787,0.868,21.207,20771.605,6585,4419,2.154,1.01492,0.86364,0.85625,-2629096.559,-0.906,69,-2.18,40.29539189,1,24.57,56.84375,3.62,66,31,27,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263757,-105.584902,18,POTR,25,Water,16,Y,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
1038,321,847278,5/29/18 10:31,28,15,12756,7361,87,154,24.84,57.03418,780.404358,24.719999,57.137695,780.330017,22.67,0.21,E,90,5.99,S,5.56,2.24,0.0388,27475.93,27492.16,0.382633789,5.00E-04,2.93E-05,16.6421,0.944,1.411,1.03,NA,0.414,0.359,0.297,0.388,53.04,1,1028,13986.5,99.67,6479.5,50966,95.96,14631,50941,80.11,41.68,1,61.63,1,150.25,1,-5.46,1,-11.7,1,-2.56,1,537.1064446,0.653,0.066,0.236,0.281,0.476,0.798,0.818,25.561,22153.522,7689.2,4476,1.881,1.01995,0.81132,0.80376,-3465012.084,-0.994,87,-2.17,41.6827768,1,24.84,57.03418,5.99,89,42,37,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261105,-105.5849231,15,POTR,25,Water,6,Y,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
971,353,847245,5/29/18 10:18,28,30,8342,5220,133,218,24.049999,54.744141,779.724609,24.030001,55.393555,780.895386,22.63,0.92,E,90,3.24,E,0,3.24,0.0205,26333.17,26372.51,0.283972848,0,0,0,1.116,1.552,1.208,NA,0.443,0.381,0.359,0.407,67.38,1,760.5,10790,110.92,4663.5,42960.5,105.16,10371,42978.5,88.9,41.76,1,76.57,1,163.96,1,-6.17,1,-8.38,1,-3.52,1,490.9065478,0.627,0.12,0.476,0.252,0.509,0.768,0.817,37.555,18090.117,6738.8,4201,1.684,1.04201,0.7976,0.78122,-4997811.486,-0.983,133,-1.419999,41.75659709,1,24.049999,54.744141,3.24,127,58,52,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263411,-105.5849208,30,POTR,25,Water,15,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
1058,324,847275,5/29/18 10:35,28,21,13069,5703,103,187,24.76,57.256836,780.439514,24.620001,57.40918,780.327942,22.87,0.15,E,90,4.69,SE,4.2,2.1,0.0196,26867.18,26907.47,0.247660712,4.00E-04,2.63E-05,13.698,1.024,1.479,1.239,NA,0.446,0.399,0.365,0.422,57.8,1,879,13001,103.3,5508,47420.5,99.88,12410.5,47428,84.16,43.28,1,79.32,1,148.82,1,-4.65,1,-8.06,1,-2.34,1,554.8954585,0.633,0.102,0.383,0.266,0.488,0.779,0.812,29.323,16287.304,5983.1,3596,1.722,1.01728,0.88703,0.87968,-1879527.794,-0.874,103,-1.89,43.27768014,1,24.76,57.256836,4.69,109,51,45,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31259732,-105.5849309,21,POTR,25,Water,8,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
964,311,847288,5/29/18 10:16,28,29,12786,5987,72,130,24.620001,55.352539,780.297424,24.49,55.34668,780.252991,22.81,0.14,E,90,5.45,S,5.14,1.8,-0.2064,26913.88,27034.81,-0.709934966,NA,NA,NA,1.002,1.488,1.104,NA,0.423,0.369,0.324,0.393,58,1,860.5,13716,106.54,5375.5,50017,103.26,12122,50016,87.49,44.7,1,68.19,1,150.02,1,-5.35,1,-9.84,1,-2.91,1,538.8114619,0.666,0.101,0.432,0.233,0.586,0.773,0.862,21.59,24527.646,8183.2,5564,1.997,1.02969,0.81298,0.79925,-5955925.308,-0.998,72,-1.810001,44.70123023,1,24.620001,55.352539,5.45,76,36,31,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261949,-105.5849268,29,POTR,25,Water,10,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
1062,369,847229,5/29/18 10:36,28,25,8322,4223,136,226,24.9,56.820312,779.839355,24.889999,57.585938,780.983765,22.91,0.41,E,90,3.66,SW,1.63,-3.27,0.0137,25678.13,25693.24,0.216479607,0,0,0,1.206,1.645,1.285,NA,0.418,0.345,0.371,0.389,78.83,1,613.5,11428.5,122.74,3718.5,45532.5,117.52,8263.5,45541.5,101.28,46.41,1,86.74,1,166.04,1,-7.27,1,-4.63,1,-2.91,1,489.548131,0.633,0.128,0.536,0.239,0.542,0.761,0.832,38.718,18661.391,6855.5,4469,1.722,1.06627,0.73027,0.70566,-8028983.485,-0.998,136,-1.99,46.41197322,1,24.9,56.820312,3.66,132,61,54,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263425,-105.5849084,25,POTR,25,Water,16,N,Water,./TP6_05292018,29_14_15_Aspen_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',2174,18170,17256,37600,29,14,15,0.45893617,0.483244681,0.057819149,0.942180851,WW
586,764,830186,5/12/18 10:51,11,20,7590,18568,261,440,23.610001,52.275391,778.337524,23.629999,53.361328,779.549072,22.29,0.51,E,90,5.41,SW,2.74,-4.66,0.0768,27818.96,27870.53,0.493172679,0.001,0.00016574,6.2983,0.584,0.781,0.594,1.209,0.348,0.279,0.177,0.314,23.53,1,4487,13407,43.26,28179,53584,36.64,62792,53605,20.28,15.11,1,24.55,1,86.05,1,-6.92,1,-17.16,1,-3.41,1,439.8300757,0.368,0.461,2.695,0.171,0.44,0.569,0.646,43.183,9355.604,5915.8,4031,0.581,1.0784,0.93472,0.90481,-1722360.11,-0.999,261,-1.320001,15.10831036,1,23.610001,52.275391,5.41,258,118,105,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262414,-105.5849254,20,POTR,25,Water,7,N,Water,./TP3_05122018,20_13_15_AspenWW_Fm'.bmp,Multiple,WW,12-May,Leaf,Fm',1968,16718,15962,34648,20,13,15,0.460690372,0.482509813,0.056799815,0.943200185,WW
567,760,830190,5/12/18 10:45,11,15,8362,9023,256,430,24.879999,49.541016,778.427979,24.9,50.503906,779.547485,23.63,0.53,E,90,8.1,W,1.39,-7.99,0.0189,28756.39,28795.13,0.230928333,8.00E-04,0.0001299,5.9004,0.891,1.139,0.905,1.738,0.414,0.343,0.258,0.38,47.64,1,1966,11515.5,72.5,12233,45969,66.22,27227.5,45996.5,49.93,26.62,1,49.1,1,132.4,1,-7.17,1,-15.64,1,-3.39,1,492.2649646,0.54,0.164,0.553,0.296,0.374,0.759,0.712,62.224,12825.009,5897.7,3096,1.175,1.05799,0.82106,0.80424,-3520418.345,-0.999,256,-1.249999,26.62465538,1,24.879999,49.541016,8.1,252,115,102,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261843,-105.5849186,15,POTR,25,Water,6,Y,Water,./TP3_05122018,20_13_15_AspenWW_Fm'.bmp,Multiple,WW,12-May,Leaf,Fm',1968,16718,15962,34648,20,13,15,0.460690372,0.482509813,0.056799815,0.943200185,WW
570,761,830189,5/12/18 10:46,11,13,8371,8395,333,555,24.67,49.660156,778.375854,24.690001,50.478516,779.529907,23.49,0.47,E,90,5.81,SE,3.98,4.24,0.0367,27909.11,27946.27,0.38753661,6.00E-04,0.00010929,5.7534,0.917,1.271,0.979,1.794,0.417,0.345,0.296,0.387,49.91,1,1452,11437,85.36,9009.5,45599.5,79.15,20069,45643,62.84,31.69,1,56.13,1,137.66,1,-7.2,1,-12.12,1,-3,1,492.8762521,0.57,0.167,0.633,0.263,0.444,0.749,0.761,85.467,15258.521,6555.8,3826,1.327,1.11456,0.7022,0.67014,-8305304.235,-0.999,333,-1.18,31.68964159,1,24.67,49.660156,5.81,322,149,133,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261626,-105.5849255,13,POTR,25,Water,6,N,Water,./TP3_05122018,20_13_15_AspenWW_Fm'.bmp,Multiple,WW,12-May,Leaf,Fm',1968,16718,15962,34648,20,13,15,0.460690372,0.482509813,0.056799815,0.943200185,WW
573,762,830188,5/12/18 10:48,11,14,8241,7531,413,696,24.280001,49.987305,778.408691,24.299999,51.020508,779.559998,23.19,0.52,E,90,2.6,NW,-1.84,-1.84,-0.2751,27751.49,27934.21,-0.875229346,NA,NA,NA,0.967,1.3,1.021,1.835,0.415,0.341,0.293,0.382,55.21,1,1358.5,11497,88.48,8420,45861,82.34,18739,45865,66.03,32.92,1,60.56,1,141.94,1,-7.37,1,-12.2,1,-3.35,1,484.0465429,0.568,0.136,0.457,0.297,0.392,0.77,0.737,105.49,14404.337,6228.3,3313,1.313,1.12701,0.63777,0.6096,-8371099.321,-1,413,-1.090001,32.91847184,1,24.280001,49.987305,2.6,406,187,165,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263457,-105.584925,14,POTR,25,Water,6,N,Water,./TP3_05122018,20_13_15_AspenWW_Fm'.bmp,Multiple,WW,12-May,Leaf,Fm',1968,16718,15962,34648,20,13,15,0.460690372,0.482509813,0.056799815,0.943200185,WW
508,743,830207,5/12/18 10:04,11,30,8311,7083,292,488,25.030001,48.891602,778.375916,25.040001,49.554688,779.54187,22.39,0.43,E,90,4.48,SW,3.51,-2.79,0.0425,27448.18,27514.64,0.526035454,0.0011,8.67E-05,12.828,0.988,1.468,1.094,NA,0.397,0.327,0.306,0.368,59.13,1,922,11993,107.15,5690.5,47853,101.2,12657,47862,84.92,40.27,1,69.71,1,159.01,1,-6.99,1,-9.11,1,-2.85,1,488.8010017,0.52,0.125,0.352,0.355,0.3,0.783,0.664,68.356,20896.481,10025.9,4532,1.084,1.07447,0.74181,0.72637,-6557052.423,-1,292,-2.640001,40.27176054,1,25.030001,48.891602,4.48,284,131,116,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266219,-105.5849314,30,POTR,25,Water,15,N,Water,./TP3_05122018,20_13_15_AspenWW_Fm'.bmp,Multiple,WW,12-May,Leaf,Fm',1968,16718,15962,34648,20,13,15,0.460690372,0.482509813,0.056799815,0.943200185,WW
592,611,830534,5/12/18 10:54,11,16,12618,6005,398,726,22.91,43.455078,778.993103,22.809999,43.682617,778.928772,20.39,0.34,E,90,6.08,W,1.35,-5.93,-0.1355,26952.34,27080.05,-0.582095316,0.0017,8.42E-05,20.4337,1.002,1.489,1.211,NA,0.43,0.386,0.345,0.407,57.15,1,857.5,13477,105.93,5351,49088.5,102.64,12050,49113,86.96,44.43,1,78.05,1,158.31,1,-4.44,1,-8.55,1,-2.3,1,529.2633651,0.525,0.127,0.363,0.349,0.308,0.782,0.671,93.983,17001.028,8079.7,3712,1.104,1.12278,0.64672,0.62491,-8351334.331,-0.997,398,-2.52,44.43321617,1,22.91,43.455078,6.08,418,197,176,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31265002,-105.5849519,16,POTR,25,Water,7,N,Water,./TP3_05122018,20_13_15_AspenWW_Fm'.bmp,Multiple,WW,12-May,Leaf,Fm',1968,16718,15962,34648,20,13,15,0.460690372,0.482509813,0.056799815,0.943200185,WW
