,X,datum_id,time,DOD,Plant.ID,detector_read1,detector_read2,light_intensity,light_intensity_raw,temperature,humidity,pressure,temperature2,humidity2,pressure2,contactless_temp,thickness,compass_direction,compass,angle,angle_direction,pitch,roll,flatten.slope,ecs_initial,ecs_max,ecs_r_squared,ECSt,vH.,gH.,absorbance_530,absorbance_650,absorbance_605,absorbance_420,absorbance_940,absorbance_850,absorbance_730,absorbance_880,SPAD_530,SPAD_530_intensity,light2_raw1,light6_raw1,spad_raw1,light2_raw2,light6_raw2,spad_raw2,light2_raw3,light6_raw3,spad_raw3,SPAD_650,SPAD_650_intensity,SPAD_605,SPAD_605_intensity,SPAD_420,SPAD_420_intensity,SPAD_850,SPAD_850_intensity,SPAD_730,SPAD_730_intensity,SPAD_880,SPAD_880_intensity,baseline,Phi2,PhiNPQ,NPQt,PhiNO,qL,FvP.FmP,qP,LEF,FmPrime,Fs,FoPrime,RFd,ratio.MPF.noMPF..Phi2,ratio.MPF.noMPF..PhiNPQ,ratio.MPF.noMPF..PhiNO,MPF_slope,MPF_rsquared,Light.Intensity..PAR.,Leaf.Temp.Differential,Relative.Chlorophyll,Rel.Chl.intensity,Ambient.Temperature,Ambient.Humidity,Leaf.Angle,R,G,B,Phi2_MPF,PhiNPQ_MPF,NPQt_MPF,Phi2_noMPF,user_id,device_id,status,notes,latitude,longitude,Pot_Num.x,Spp,Symbol,Trt.x,Block,Sensor,Trt3,TimePoint,Image,Pot_Num.y,Trt.y,Date,Tissue,Param,Blue,Green,Red,Total_Pix,ID_1,ID_2,ID_3,Red_Proportion,Green_Proportion,Blue_Proportion,RG_Proportion,Trt2
1042,366,847232,5/29/18 10:32,28,68,8376,5661,115,191,25.02,57.936523,779.824219,25.01,58.637695,780.993591,22.57,3.98,E,90,1.98,N,-1.86,0.66,0.0563,30050.34,30051.24,0.551724928,0,0,0,1.098,1.207,1.254,1.261,0.739,0.663,0.809,0.751,35.87,1,1684.5,5453,46.74,10501,21563,39.97,23376.5,21569.5,23.66,16.48,1,51.46,1,52.21,1,-7.57,1,7.04,1,1.17,1,493.2158563,0.591,0.074,0.22,0.336,0.361,0.8,NA,30.562,11591.951,4746.1,2318,1.442,0.99748,1.02432,1.02525,757634.998,0.251,115,-2.45,16.47892871,1,25.02,57.936523,1.98,112,51,45,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263491,-105.5849086,68,ARTR,23,Water,16,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
946,350,847248,5/29/18 10:10,28,67,8097,6875,77,125,24.719999,53.233398,779.685486,24.709999,53.78125,780.851868,22.05,2.43,E,90,4.7,N,-4.7,-0.18,0.0277,30021.34,30014.41,0.306981936,0,0,0,1.015,1.037,1.079,1.032,0.562,0.549,0.4,0.498,45.27,1,2490,8189.5,47.43,15638,32487.5,40.48,34827,32502,24.15,16.75,1,51.62,1,46.93,1,-1.39,1,-16.28,1,-6.44,1,474.2659419,0.632,0.064,0.209,0.304,0.426,0.801,0.789,21.9,13074.299,4810.7,2596,1.718,1.01167,0.87863,0.87431,-570191.449,-0.19,77,-2.669999,16.75068925,1,24.719999,53.233398,4.7,73,33,29,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31264103,-105.5849275,67,ARTR,23,Water,11,Y,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
961,310,847289,5/29/18 10:13,28,72,13263,6895,88,156,25.08,53.84082,780.37561,24.959999,53.829102,780.275879,22.71,0.92,E,90,2.53,SE,1.11,2.28,0.0231,29858.36,29856.99,0.279235654,0,0,0,0.958,1.041,0.985,1.046,0.549,0.494,0.547,0.504,40.94,1,2408,10252.5,49.21,15505.5,37295,44.5,34979,37297.5,28.72,19.51,1,43.58,1,49.75,1,-5.53,1,-0.2,1,-4.48,1,565.921237,0.626,0.062,0.199,0.312,0.412,0.803,0.78,24.802,17360.87,6487.7,3425,1.676,1.02115,0.79894,0.79213,-2329978.881,-0.842,88,-2.37,19.51230228,1,25.08,53.84082,2.53,90,42,37,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3126453,-105.584908,72,ARTR,23,Water,10,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
1126,333,847266,5/29/18 10:47,28,78,13929,5001,116,206,25.040001,57.272461,780.549377,24.92,57.488281,780.451111,22.53,1.79,E,90,3.21,SE,2.27,2.27,0.0084,29660.59,29669.7,0.11132535,3.00E-04,1.44E-06,224.7704,1.095,1.115,1.186,1.173,0.619,0.542,0.671,0.584,47.61,1,2033,8721.5,49.54,13062.5,31708,44.9,29465.5,31716.5,29.13,19.66,1,56.72,1,55.34,1,-7.68,1,5.15,1,-3.55,1,603.7726211,0.589,0.035,0.093,0.376,0.321,0.817,NA,30.75,14511.116,5962.9,2654,1.434,0.99973,1.0056,1.00569,721952.641,0.197,116,-2.510001,19.6572935,1,25.040001,57.272461,3.21,118,56,50,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31266949,-105.5849138,78,ARTR,23,Water,4,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
1035,365,847233,5/29/18 10:31,28,75,8458,2583,106,173,24.959999,56.03125,779.794556,24.959999,56.685547,780.950928,22.47,3.2,E,90,0.9,S,0.9,0,-0.0046,29716.29,29715.5,-0.05665776,0,0,0,1.43,1.451,1.517,1.442,0.879,0.811,0.761,0.788,43.24,2,959.5,3955.5,57.24,5913,15548,50.71,13150,15555,34.45,20.09,2,53.95,2,41.46,2,-1.07,2,-0.57,2,-6.5,2,498.7853653,0.634,0.06,0.197,0.306,0.425,0.803,0.79,30.256,15023.236,5493.9,2959,1.735,1.02167,0.78772,0.78061,-1752206.986,-0.466,106,-2.489999,20.09240659,2,24.959999,56.03125,0.9,101,46,41,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31263723,-105.5849173,75,ARTR,23,Water,16,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
993,357,847241,5/29/18 10:22,28,80,10091,1012,86,141,24.51,56.737305,779.788879,24.5,57.405273,780.966614,20.95,2.74,E,90,10.3,N,-10.3,-0.18,-0.0209,29972.88,29977.2,-0.411670946,0,0,0,NA,NA,1.754,NA,0.949,0.885,1.103,0.898,77.35,2,414,3362,86.69,2445.5,13178,81.87,5427,13181.5,65.69,32.61,2,71.85,2,85.94,2,-0.82,2,26.24,2,-2.55,2,609.7000977,0.534,0.088,0.232,0.378,0.29,0.798,NA,20.684,20721.355,9646.3,4176,1.148,0.99347,1.048,1.04999,1405479.802,0.359,86,-3.56,32.61149056,2,24.51,56.737305,10.3,82,38,33,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261987,-105.5849062,80,ARTR,23,Water,15,N,Water,./TP6_05292018,70_79_72_Sage_WW_Fm'.bmp,Multiple,WW,29-May,Leaf,Fm',6360,7596,3958,17914,70,79,72,0.220944513,0.424025902,0.355029586,0.644970414,WW
1300,67,868509,6/15/18 9:29,45,77,11162,17836,526,983,25.540001,41.308594,779.696533,25.379999,41.03125,779.624939,22.77,0.59,E,90,2.42,SW,1.83,-1.59,0.0351,28398.86,28403.99,0.244366227,0,0,0,0.56,0.587,0.633,0.544,0.513,0.447,0.211,0.372,4.67,1,6843.5,11126.5,7.41,44376,40484.5,2.4,64313,40500,5.85,1.15,1,11.97,1,3.09,1,-6.67,1,-30.21,1,-14.15,1,446.513192,0.365,0.171,0.369,0.464,0.161,0.781,0.467,86.407,8101.116,5143.8,1775,0.575,1.12496,0.77803,0.76409,-2142746.806,-0.994,526,-2.770001,1.146748682,1,25.540001,41.308594,2.42,578,265,229,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261537,-105.5849592,77,ARTR,23,Water,4,N,Water,./TP8_06152018,88_68_77_Sage_WW_Fm'.bmp,Multiple,WW,15-Jun,Leaf,Fm',3896,5012,2830,11738,88,68,77,0.241097291,0.426989266,0.331913444,0.668086556,WW
1306,68,868508,6/15/18 9:30,45,88,13025,4261,205,375,25.799999,42.115234,779.799072,25.65,42.081055,779.743958,22.53,2.33,E,90,6.16,NE,-2.44,5.65,0.0153,30066.43,30065.12,0.181048623,0,0,0,1.167,1.131,1.074,1.099,0.651,0.64,0.589,0.622,51.6,1,1956,8102,48.02,12544,29396.5,43.37,28285,29403.5,27.62,18.99,1,42.26,1,44.83,1,-1.13,1,-6.22,1,-2.95,1,552.3947664,0.631,0.036,0.109,0.333,0.388,0.815,0.774,58.187,11826.528,4366.9,2191,1.708,1.04529,0.52515,0.51632,-3272055.703,-0.85,205,-3.269999,18.98945518,1,25.799999,42.115234,6.16,218,102,90,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261314,-105.584937,88,ARTR,23,Water,8,Y,Water,./TP8_06152018,88_68_77_Sage_WW_Fm'.bmp,Multiple,WW,15-Jun,Leaf,Fm',3896,5012,2830,11738,88,68,77,0.241097291,0.426989266,0.331913444,0.668086556,WW
1327,71,868505,6/15/18 9:35,45,72,14097,2448,154,277,26.690001,43.060547,779.763916,26.549999,43.15918,779.659668,24.23,1.39,E,90,6.43,E,1.82,6.17,0.0082,29258.71,29263.6,0.120441425,1.00E-04,2.01E-06,65.6562,1.391,1.493,1.511,1.519,0.721,0.682,0.802,0.698,67.03,1,851,6905.5,77.22,5336,25047.5,73.54,12010,25045.5,57.85,31.82,1,79.08,1,79.88,1,-3.86,1,8.17,1,-2.29,1,613.320718,0.505,0.094,0.233,0.402,0.257,0.798,0.632,34.968,12701.918,6292.7,2562,1.019,1.0432,0.78795,0.77955,-2125697.146,-0.911,154,-2.460001,31.81898067,1,26.690001,43.060547,6.43,159,76,66,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261331,-105.5848968,72,ARTR,23,Water,10,N,Water,./TP8_06152018,88_68_77_Sage_WW_Fm'.bmp,Multiple,WW,15-Jun,Leaf,Fm',3896,5012,2830,11738,88,68,77,0.241097291,0.426989266,0.331913444,0.668086556,WW
1282,44,868532,6/15/18 9:23,45,82,8795,427,162,270,23.209999,38.700195,779.089478,23.16,39.225586,780.230835,21.91,2.77,E,90,5.12,W,-0.66,-5.08,4.00E-04,11107.87,11116.76,0.015896653,3.00E-04,6.41E-06,51.6872,NA,NA,NA,NA,1.122,1.012,0.986,0.962,99.43,2,100.5,2255.5,130.83,643.5,8752.5,122.09,1399,8752,106.78,48.77,2,105.68,2,124.47,2,-5.72,2,-2.93,2,-13.78,2,521.6746885,0.601,0.104,0.355,0.294,0.419,0.783,0.768,43.846,11374.498,4533.3,2472,1.509,1.04601,0.76616,0.75204,-2941946.772,-0.92,162,-1.299999,48.7705906,2,23.209999,38.700195,5.12,158,72,64,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261111,-105.5850818,82,ARTR,23,Water,7,N,Water,./TP8_06152018,88_68_77_Sage_WW_Fm'.bmp,Multiple,WW,15-Jun,Leaf,Fm',3896,5012,2830,11738,88,68,77,0.241097291,0.426989266,0.331913444,0.668086556,WW
1339,57,868519,6/15/18 9:38,45,68,9363,247,150,252,27.200001,41.268555,779.109985,27.209999,41.948242,780.215759,24.51,3.36,E,90,18.25,E,6.5,17.09,9.00E-04,6394.74,6398.47,0.02566704,0.0014,2.18E-06,644.9709,NA,NA,NA,NA,1.181,1.043,1.378,1.115,117.6,2,52.5,1971.5,153.19,370,7656.5,140.31,785.5,7654.5,126.03,54.83,3,128.12,2,112.66,3,-8.36,2,30.71,2,-4.06,2,560.2537259,0.604,0.092,0.303,0.304,0.407,0.789,NA,40.759,12557.968,4975.1,2646,1.524,1.00144,0.98862,0.98804,631723.213,0.16,150,-2.690001,54.82562547,3,27.200001,41.268555,18.25,149,67,60,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31266118,-105.5849056,68,ARTR,23,Water,16,N,Water,./TP8_06152018,88_68_77_Sage_WW_Fm'.bmp,Multiple,WW,15-Jun,Leaf,Fm',3896,5012,2830,11738,88,68,77,0.241097291,0.426989266,0.331913444,0.668086556,WW
1276,187,853082,6/5/18 9:57,35,79,11594,18366,653,1200,26.799999,41.299805,782.631409,26.65,41.539062,782.452332,24.13,1.75,E,90,3.19,SW,2.45,-2.05,0.0291,28560.68,28552.15,0.19577922,0,0,0,0.543,0.544,0.578,0.576,0.415,0.404,0.499,0.429,12.83,1,7560.5,13968.5,12.96,48989,50964.5,8.1,63808,50978,16.19,3.59,1,16.3,1,16.16,1,-1.05,1,8.47,1,1.4,1,471.0654412,0.351,0.131,0.253,0.518,0.139,0.796,0.441,103.067,7817.086,5075.3,1597,0.54,1.18362,0.66679,0.65244,-2690021.694,-0.998,653,-2.669999,3.585237258,1,26.799999,41.299805,3.19,692,327,284,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31264339,-105.5849627,79,ARTR,23,Water,4,N,Water,./TP7_06052018,77_68_67_Sage_WW_Fm'.bmp,Multiple,WW,5-Jun,Leaf,Fm',5796,8102,5416,19314,77,68,67,0.280418349,0.419488454,0.300093197,0.699906803,WW
1180,194,853069,6/5/18 9:39,35,67,8511,6358,392,663,26.23,38.630859,782.113037,26.219999,39.341797,783.326721,23.35,1.89,E,90,5.47,NW,-2.95,-4.61,0.0389,29924.5,29924.1,0.376891378,0,0,0,1.05,1.098,1.129,1.086,0.644,0.593,0.552,0.61,40.62,1,2161,6792.5,45.46,13511,26898.5,38.63,30090.5,26900.5,22.29,15.97,1,48.49,1,44.27,1,-5.08,1,-9.19,1,-3.42,1,502.3851698,0.417,0.1,0.206,0.484,0.177,0.802,0.52,73.485,12577.527,7337.9,2493,0.714,1.13336,0.62813,0.61509,-4272318.161,-0.991,392,-2.88,15.97479323,1,26.23,38.630859,5.47,388,178,151,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31261133,-105.5849485,67,ARTR,23,Water,11,Y,Water,./TP7_06052018,77_68_67_Sage_WW_Fm'.bmp,Multiple,WW,5-Jun,Leaf,Fm',5796,8102,5416,19314,77,68,67,0.280418349,0.419488454,0.300093197,0.699906803,WW
1258,183,853086,6/5/18 9:52,35,77,14835,3023,173,308,24.780001,40.155273,782.600769,24.639999,40.18457,782.512329,23.05,0.52,E,90,0.41,S,0.41,0,-5.00E-04,29883.15,29887.28,-0.006947433,0,0,0,1.308,1.296,1.288,1.204,0.732,0.67,0.589,0.658,57.62,1,1338.5,6722,56.39,8496.5,24379.5,52.16,19144,24382,36.44,22.67,1,55.56,1,47.17,1,-6.2,1,-14.36,1,-7.39,1,655.2641436,0.603,0.072,0.224,0.324,0.381,0.8,0.755,46.969,18632.347,7391.1,3735,1.521,1.05227,0.66745,0.65481,-5704632.236,-0.986,173,-1.730001,22.66695958,1,24.780001,40.155273,0.41,175,84,75,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31263311,-105.5849649,77,ARTR,23,Water,4,N,Water,./TP7_06052018,77_68_67_Sage_WW_Fm'.bmp,Multiple,WW,5-Jun,Leaf,Fm',5796,8102,5416,19314,77,68,67,0.280418349,0.419488454,0.300093197,0.699906803,WW
1267,184,853085,6/5/18 9:53,35,78,15316,2192,679,1251,25.26,41.147461,782.641785,25.1,41.270508,782.432495,22.87,1.61,E,90,9.6,SE,4.56,8.46,-0.0113,30052.27,30061.57,-0.167596377,2.00E-04,5.01E-06,49.1341,1.437,1.663,1.733,1.718,0.863,0.778,0.95,0.81,57.43,1,575,4974,80,3507.5,18000.5,77.41,7881.5,18008.5,61.82,33.04,1,86.97,1,85.51,1,-8.53,1,8.74,1,-5.31,1,682.6012543,0.292,0.088,0.143,0.62,0.096,0.81,0.36,89.117,17227.208,12202.7,3268,0.412,1.17464,0.62857,0.61957,-4385143.918,-0.995,679,-2.39,33.04042179,1,25.26,41.147461,9.6,722,342,297,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31264422,-105.584972,78,ARTR,23,Water,4,N,Water,./TP7_06052018,77_68_67_Sage_WW_Fm'.bmp,Multiple,WW,5-Jun,Leaf,Fm',5796,8102,5416,19314,77,68,67,0.280418349,0.419488454,0.300093197,0.699906803,WW
1237,203,853059,6/5/18 9:49,35,68,9770,870,97,163,27.27,35.955078,782.016235,27.280001,36.692383,783.163696,24.85,2.41,E,90,6.15,E,-2.08,5.79,-0.0165,25550.72,25561.07,-0.361916607,2.00E-04,5.07E-06,34.5705,NA,NA,NA,NA,1.012,0.894,1.1,0.961,78.07,2,231.5,2908.5,105.64,1351,11410.5,101.39,2980,11412,85.47,40.45,2,85.2,2,96.87,2,-6.16,2,19.86,2,-2.38,2,587.8975079,0.667,0.061,0.226,0.271,0.504,0.799,0.835,29.124,13705.344,4560.8,2752,2.005,1.03106,0.71688,0.706,-3091639.141,-0.819,97,-2.42,40.45399759,2,27.27,35.955078,6.15,97,44,39,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.3126145,-105.5849359,68,ARTR,23,Water,16,N,Water,./TP7_06052018,77_68_67_Sage_WW_Fm'.bmp,Multiple,WW,5-Jun,Leaf,Fm',5796,8102,5416,19314,77,68,67,0.280418349,0.419488454,0.300093197,0.699906803,WW
120,954,823244,5/9/18 10:07,8,122,12255,6941,150,277,24.610001,46.672852,783.944824,24.530001,47.292969,783.821899,21.91,0.55,E,90,2.93,NW,-2.46,-1.58,0.068,27166.35,27172.99,0.688476352,0,0,0,0.94,1.521,1.201,NA,0.445,0.404,0.325,0.414,49.56,1,797.5,13037,107.64,4962.5,47524,104.51,11171.5,47527,88.82,45.18,1,75.66,1,178.35,1,-4.06,1,-12,1,-3.08,1,508.6326557,0.674,0.046,0.165,0.28,0.493,0.807,0.835,45.478,15387.035,5020,2966,2.065,1.06527,0.48221,0.46764,-7793003.568,-1,150,-2.700001,45.18453427,1,24.610001,46.672852,2.93,161,77,66,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31269947,-105.5848916,122,BRR5,21,Water,7,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
407,895,823483,5/9/18 14:49,8,122,12853,4766,136,241,22.24,57.489258,782.382324,22.219999,59.428711,782.35437,21.8,0.82,E,90,11.78,SE,8.64,8.03,0.0067,26199.1,26259.2,0.107553784,0.001,0.00013652,7.2043,1.1,1.663,1.313,NA,0.481,0.439,0.399,0.453,61.91,1,574.5,11996.5,118.27,3499,43693.5,116.03,7867,43705.5,100.41,49.86,1,83.23,1,177.25,1,-4.17,1,-8.17,1,-2.76,1,542.6193339,0.607,0.07,0.218,0.322,0.386,0.8,0.759,37.173,20544.756,8065.7,4104,1.547,1.04424,0.69406,0.6827,-5660894.522,-1,136,-0.44,49.85500879,1,22.24,57.489258,11.78,136,67,60,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.3125729,-105.5849658,122,BRR5,21,Water,7,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
90,948,823250,5/9/18 9:53,8,148,12678,6141,229,415,24.57,47.293945,783.95282,24.48,47.801758,783.885803,21.71,0.26,E,90,3.05,SE,2.27,2.04,0.0294,26659.51,26692.81,0.419319837,6.00E-04,7.44E-05,7.7651,0.99,1.636,1.248,NA,0.435,0.385,0.327,0.401,55.46,1,612.5,13319.5,120.04,3738.5,48555.5,117.74,8411.5,48571.5,102.09,50.63,1,81.25,1,197.21,1,-5,1,-10.85,1,-3.39,1,532.6733997,0.672,0.039,0.134,0.289,0.476,0.811,0.828,69.241,17459.187,5728,3291,2.048,1.08713,0.3735,0.35926,-11225637.13,-0.997,229,-2.86,50.63268893,1,24.57,47.293945,3.05,238,114,99,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31261347,-105.5849627,148,BRR5,21,Water,11,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
98,974,823224,5/9/18 9:57,8,126,8124,5417,324,544,24.74,45.867188,783.419739,24.73,46.791016,784.562988,22.05,0.68,E,90,4.17,N,-4.17,0,0.0427,25878.39,25960.92,0.571052974,0.0015,0.00010461,13.9812,1.1,NA,1.211,NA,0.412,0.343,0.319,0.378,68.84,1,484,11588.5,133.64,2887,46209,129.15,6413.5,46216.5,112.92,50.71,1,79.9,1,221.95,1,-6.89,1,-9.24,1,-3.33,1,476.0998045,0.566,0.064,0.174,0.37,0.314,0.806,0.702,82.537,22311.133,9680.9,4326,1.305,1.09031,0.53212,0.51829,-9736331.338,-0.999,324,-2.69,50.70500197,1,24.74,45.867188,4.17,315,148,127,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265763,-105.5849084,126,BRR5,21,Water,10,Y,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
314,867,823511,5/9/18 14:03,8,144,12787,5273,1326,2495,31.84,49.143555,782.797058,31.84,49.514648,782.710327,29.29,0.64,E,90,3.43,NW,-2.42,-2.42,0.0093,26312.43,26460.16,0.152442697,NA,NA,NA,1.051,1.675,1.395,NA,0.469,0.423,0.375,0.457,58.24,1,559,12323,120.63,3441,45034,118.07,7747,45039,102.38,50.89,1,92.55,1,182.81,1,-4.57,1,-9.36,1,-1.16,1,538.8682958,0.373,0.343,1.212,0.283,0.27,0.688,0.543,222.85,9517.191,5962.8,2968,0.596,1.36803,0.73927,0.68554,-5944300.265,-1,1326,-2.55,50.89191564,1,31.84,49.143555,3.43,1469,673,595,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31257681,-105.5849542,144,BRR5,21,Water,4,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
67,970,823228,5/9/18 9:47,8,145,8166,5083,142,239,23.129999,49.165039,783.377014,23.110001,49.892578,784.548828,20.6,1.26,E,90,7.15,NE,-3.73,6.1,0.0081,25533.74,25558.7,0.102146754,4.00E-04,2.52E-05,16.3794,1.128,NA,1.259,NA,0.434,0.38,0.362,0.409,69.41,1,448,11007.5,134.77,2647,43777,130.58,5891,43772.5,114.26,51.15,1,82.46,1,226.95,1,-5.41,1,-7.18,1,-2.52,1,478.9524798,0.671,0.043,0.149,0.286,0.481,0.809,0.829,42.884,21786.868,7165.4,4152,2.041,1.11711,0.33485,0.31798,-17647361.72,-0.994,142,-2.529999,51.15005908,1,23.129999,49.165039,7.15,140,65,56,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31265019,-105.5849387,145,BRR5,21,Water,4,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
17,962,823236,5/9/18 9:35,8,129,8080,4583,134,224,24.59,44.125,783.292969,24.58,44.598633,784.436401,22.82,1.31,E,90,11.43,E,0,11.43,0.0131,25268.37,25287.16,0.196418141,0,0,0,1.168,NA,1.294,NA,0.449,0.393,0.377,0.426,71.85,1,414.5,10634.5,136.65,2468.5,42384,132.2,5480.5,42394,116,51.89,1,84.49,1,227.55,1,-5.6,1,-7.22,1,-2.34,1,473.1112876,0.705,0.025,0.091,0.271,0.533,0.817,0.862,42.483,20697.058,6115.6,3780,2.384,1.09439,0.25103,0.23949,-16099510.19,-0.997,134,-1.77,51.89050807,1,24.59,44.125,11.43,131,61,53,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31259748,-105.584959,129,BRR5,21,Water,15,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
294,933,823445,5/9/18 13:49,8,139,8336,4555,1324,2262,31.98,47.616211,782.331848,32.09,48.47168,783.466064,31.22,0.58,E,90,2.42,W,-0.17,-2.41,-0.0269,25675.58,25749.43,-0.46636363,0.0012,0.00020313,5.7749,1.191,NA,1.368,NA,0.447,0.378,0.34,0.42,74.47,1,411.5,10689,137.18,2459.5,42835.5,132.82,5461.5,42839,116.61,52.1,1,92.15,1,217.71,1,-6.92,1,-10.67,1,-2.66,1,490.4990227,0.452,0.315,1.348,0.233,0.397,0.675,0.67,269.39,10274.378,5628.8,3338,0.825,1.49969,0.63406,0.55017,-10183797.62,-0.994,1324,-0.76,52.09925167,1,31.98,47.616211,2.42,1335,602,532,NA,NA,NA,NA,1865,01:12:37:24,submitted,,41.31262341,-105.5849243,139,BRR5,21,Water,15,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
102,950,823248,5/9/18 9:59,8,144,12843,5533,362,669,24.860001,46.376953,783.986389,24.75,46.758789,783.908142,22.19,0.32,E,90,9.91,S,9.78,1.6,-0.0303,26211.92,26251.47,-0.306220583,8.00E-04,0.0001246,6.491,1.035,1.681,1.286,NA,0.432,0.382,0.335,0.409,60.35,1,551.5,13431,124.95,3349,48999,122.91,7529,49001.5,107.28,52.79,1,85.48,1,197.89,1,-4.94,1,-9.71,1,-2.29,1,542.0509948,0.629,0.051,0.158,0.32,0.403,0.808,0.779,102.524,17062.553,6323.9,3273,1.698,1.13363,0.36165,0.34447,-13074092.7,-0.994,362,-2.670001,52.78998243,1,24.860001,46.376953,9.91,388,183,158,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31262884,-105.5849826,144,BRR5,21,Water,4,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
372,884,823494,5/9/18 14:26,8,141,12030,4917,147,271,27.440001,47.236328,782.598572,27.469999,46.933594,782.533142,22.57,1.18,E,90,27.54,S,26.8,-6.58,0.0332,26183.12,26204.34,0.547772267,5.00E-04,0.00010956,4.8321,1.086,1.719,1.321,NA,0.469,0.421,0.349,0.442,61.73,1,505.5,12335,125.04,3083,45016.5,122.83,6931,45031,107.21,52.83,1,85.21,1,189.15,1,-4.75,1,-11.93,1,-2.64,1,495.845026,0.651,0.039,0.124,0.31,0.43,0.813,0.801,43.083,18090.46,6308.2,3387,1.868,1.08024,0.39804,0.38532,-10076056.91,-0.997,147,-4.870001,52.82952548,1,27.440001,47.236328,27.54,158,75,66,NA,NA,NA,NA,1865,01:12:38:85,submitted,,41.31258994,-105.584941,141,BRR5,21,Water,8,N,Water,./TP2_05092018,144_126_129_R500_WW_Fm'.bmp,Multiple,WW,9-May,Leaf,Fm',36334,60508,58122,154964,144,126,129,0.375067758,0.390464882,0.23446736,0.76553264,WW
